type,entry_time,exittime,Entryvalue,exitvalue,entry,lot_size,pips,PnL,Equity,exit_type,SP,dd,per_dd,ContractName,BasketID,commision,MarginRequired,Duration
BANKNIFTY15200JUN20PE,2020-06-18 10:00:00,2020-06-18 14:16:00,35.2,35.2,Long,1,0.0,-60.0,484120.25,BAExit,20200,0.0,0.0,BANKNIFTY15200JUN20PE,22,60,528.0,0 days 04:16:00
PE,2020-06-25 10:00:00,2020-06-25 11:08:00,97.5,71.85,Short,1,25.650000000000006,324.7500000000001,484445.0,Adj,21200,-363.75,0.07513629103513021,BANKNIFTY1940002JUL20PE,23,60,1462.5,0 days 01:08:00
PE,2020-06-25 10:00:00,2020-06-25 11:08:00,30.65,24.55,Long,1,-6.099999999999998,-151.49999999999997,484293.5,Adj,UP,-91.49999999999997,0.01888759301881534,BANKNIFTY1800002JUL20PE,23,60,459.75,0 days 01:08:00
CE,2020-06-25 10:00:00,2020-06-25 12:17:00,34.0,32.0,Long,1,-2.0,-90.0,484203.5,Adj,UP,-30.0,0.006194590676934545,BANKNIFTY2390002JUL20CE,23,60,510.0,0 days 02:17:00
CE,2020-06-25 10:00:00,2020-06-25 12:17:00,102.4,94.45,Short,1,7.950000000000003,59.25000000000004,484262.75,Adj,21200,-885.7499999999998,0.18292928489777538,BANKNIFTY2290002JUL20CE,23,60,1536.0,0 days 02:17:00
PE,2020-06-25 11:08:00,2020-06-25 14:15:00,133.8,125.8,Short,1,8.000000000000014,60.00000000000021,484322.75,Adj,21200,-1247.2499999999995,0.25755646082627653,BANKNIFTY1990002JUL20PE,23,60,2007.0000000000002,0 days 03:07:00
PE,2020-06-25 11:08:00,2020-06-25 14:15:00,44.7,44.7,Long,1,0.0,-60.0,484262.75,Adj,UP,0.0,0.0,BANKNIFTY1890002JUL20PE,23,60,670.5,0 days 03:07:00
CE,2020-06-25 12:17:00,2020-06-29 09:15:00,148.55,92.3,Short,1,56.250000000000014,783.7500000000002,485046.5,Adj,21200,-1795.4999999999998,0.370769793877394,BANKNIFTY2250002JUL20CE,23,60,2228.25,3 days 20:58:00
CE,2020-06-25 12:17:00,2020-06-29 09:15:00,51.0,20.6,Long,1,-30.4,-516.0,484530.5,Adj,UP,-528.0,0.10885554271600764,BANKNIFTY2340002JUL20CE,23,60,765.0,3 days 20:58:00
CE,2020-06-29 09:15:00,2020-06-29 10:09:00,224.6,119.85,Short,1,104.75,1511.25,486041.75,Adj,21200,-71.25,0.014704956653915493,BANKNIFTY2210002JUL20CE,23,60,3369.0,0 days 00:54:00
CE,2020-06-29 09:15:00,2020-06-29 10:09:00,76.0,42.65,Long,1,-33.35,-560.25,485481.5,Adj,UP,-500.25,0.10292325710702836,BANKNIFTY2280002JUL20CE,23,60,1140.0,0 days 00:54:00
PE,2020-06-25 14:15:00,2020-06-29 15:19:00,206.55,113.75,Short,1,92.80000000000001,1332.0000000000002,486813.5,Adj,21200,-686.25,0.1413545109339903,BANKNIFTY2040002JUL20PE,23,60,3098.25,4 days 01:04:00
PE,2020-06-25 14:15:00,2020-06-29 15:19:00,62.0,16.6,Long,1,-45.4,-741.0,486072.5,Adj,UP,-681.0,0.13988930052268475,BANKNIFTY1910002JUL20PE,23,60,930.0,4 days 01:04:00
PE,2020-06-29 15:19:00,2020-06-30 09:15:00,189.75,120.05,Short,1,69.7,985.5,487058.0,Adj,21200,-27.749999999999915,0.0057090248882625365,BANKNIFTY2070002JUL20PE,23,60,2846.25,0 days 17:56:00
PE,2020-06-29 15:19:00,2020-06-30 09:15:00,67.95,38.6,Long,1,-29.35,-500.25,486557.75,Adj,UP,-498.75,0.10240053545984257,BANKNIFTY2000002JUL20PE,23,60,1019.25,0 days 17:56:00
CE,2020-06-29 10:09:00,2020-06-30 14:20:00,59.2,33.9,Long,1,-25.300000000000004,-439.50000000000006,486118.25,Adj,UP,-391.5,0.0804632132568025,BANKNIFTY2260002JUL20CE,23,60,888.0,1 days 04:11:00
CE,2020-06-29 10:09:00,2020-06-30 14:20:00,189.7,148.5,Short,1,41.19999999999999,557.9999999999998,486676.25,Adj,21200,-1768.5000000000005,0.36380037161739975,BANKNIFTY2180002JUL20CE,23,60,2845.5,1 days 04:11:00
BANKNIFTY2140002JUL20CE,2020-06-30 14:20:00,2020-07-01 09:23:00,301.65,252.55,Short,1,49.099999999999966,676.4999999999995,487352.75,BAExit,21200,-527.2499999999997,0.10833690774924801,BANKNIFTY2140002JUL20CE,23,60,4524.75,0 days 19:03:00
BANKNIFTY2110002JUL20PE,2020-06-30 09:15:00,2020-07-01 09:23:00,334.85,237.9,Short,1,96.95000000000002,1394.2500000000002,488747.0,BAExit,21200,-527.2499999999997,0.10818652403213067,BANKNIFTY2110002JUL20PE,23,60,5022.75,1 days 00:08:00
BANKNIFTY2210002JUL20CE,2020-06-30 14:20:00,2020-07-01 09:23:00,95.4,60.2,Long,1,-35.2,-588.0,488159.0,BAExit,21200,-537.0000000000001,0.1098727971731796,BANKNIFTY2210002JUL20CE,23,60,1431.0,0 days 19:03:00
BANKNIFTY2040002JUL20PE,2020-06-30 09:15:00,2020-07-01 09:23:00,62.95,56.05,Long,1,-6.900000000000006,-163.50000000000009,487995.5,BAExit,21200,-180.0,0.03687323187731866,BANKNIFTY2040002JUL20PE,23,60,944.25,1 days 00:08:00
CE,2020-07-02 10:00:00,2020-07-02 10:38:00,98.0,68.0,Short,1,30.0,390.0,488385.5,Adj,22200,-87.74999999999991,0.017981723192119582,BANKNIFTY2350009JUL20CE,24,60,1470.0,0 days 00:38:00
CE,2020-07-02 10:00:00,2020-07-02 10:38:00,41.4,41.4,Long,1,0.0,-60.0,488325.5,Adj,UP,0.0,0.0,BANKNIFTY2430009JUL20CE,24,60,621.0,0 days 00:38:00
CE,2020-07-02 10:38:00,2020-07-03 13:41:00,109.05,53.05,Short,1,56.0,780.0,489105.5,Adj,22200,-858.0,0.1757024771387118,BANKNIFTY2320009JUL20CE,24,60,1635.75,1 days 03:03:00
CE,2020-07-02 10:38:00,2020-07-03 13:41:00,31.55,12.8,Long,1,-18.75,-341.25,488764.25,Adj,UP,-289.5,0.05918968402522564,BANKNIFTY2400009JUL20CE,24,60,473.25,1 days 03:03:00
PE,2020-07-02 10:00:00,2020-07-06 09:15:00,98.0,32.95,Short,1,65.05,915.75,489680.0,Adj,22200,-306.0000000000001,0.06260687028562341,BANKNIFTY2080009JUL20PE,24,60,1470.0,3 days 23:15:00
PE,2020-07-02 10:00:00,2020-07-06 09:15:00,35.0,10.6,Long,1,-24.4,-426.0,489254.0,Adj,UP,-447.75,0.09143726515275283,BANKNIFTY1990009JUL20PE,24,60,525.0,3 days 23:15:00
CE,2020-07-03 13:41:00,2020-07-07 09:46:00,100.95,52.15,Short,1,48.800000000000004,672.0000000000001,489926.0,Adj,22200,-750.75,0.15344790231658811,BANKNIFTY2290009JUL20CE,24,60,1514.25,3 days 20:05:00
CE,2020-07-03 13:41:00,2020-07-07 09:46:00,32.95,11.4,Long,1,-21.550000000000004,-383.25000000000006,489542.75,Adj,UP,-329.25000000000006,0.06720402673056748,BANKNIFTY2350009JUL20CE,24,60,494.25000000000006,3 days 20:05:00
PE,2020-07-06 09:15:00,2020-07-07 12:20:00,55.05,18.25,Long,1,-36.8,-612.0,488930.75,Adj,UP,-584.2499999999999,0.11934606323962511,BANKNIFTY2090009JUL20PE,24,60,825.75,1 days 03:05:00
PE,2020-07-06 09:15:00,2020-07-07 12:20:00,143.25,65.6,Short,1,77.65,1104.75,490035.5,Adj,22200,461.25,0.09433851317390039,BANKNIFTY2150009JUL20PE,24,60,2148.75,1 days 03:05:00
PE,2020-07-07 12:20:00,2020-07-07 13:22:00,132.2,97.3,Short,1,34.89999999999999,463.4999999999999,490499.0,Adj,22200,-27.75000000000034,0.005662855038053435,BANKNIFTY2180009JUL20PE,24,60,1982.9999999999998,0 days 01:02:00
PE,2020-07-07 12:20:00,2020-07-07 13:22:00,43.9,35.15,Long,1,-8.75,-191.25,490307.75,Adj,UP,-152.24999999999997,0.03103981863367713,BANKNIFTY2130009JUL20PE,24,60,658.5,0 days 01:02:00
PE,2020-07-07 13:22:00,2020-07-07 14:28:00,189.5,130.35,Short,1,59.150000000000006,827.2500000000001,491135.0,Adj,22200,-12.00000000000017,0.002447442448135925,BANKNIFTY2210009JUL20PE,24,60,2842.5,0 days 01:06:00
PE,2020-07-07 13:22:00,2020-07-07 14:28:00,59.6,39.9,Long,1,-19.700000000000003,-355.50000000000006,490779.5,Adj,UP,-324.0,0.0659696417481955,BANKNIFTY2150009JUL20PE,24,60,894.0,0 days 01:06:00
PE,2020-07-07 14:28:00,2020-07-08 09:22:00,230.0,145.45,Short,1,84.55000000000001,1208.2500000000002,491987.75,Adj,22200,-313.5000000000001,0.063877973713246,BANKNIFTY2240009JUL20PE,24,60,3450.0,0 days 18:54:00
PE,2020-07-07 14:28:00,2020-07-08 09:22:00,74.5,40.9,Long,1,-33.6,-564.0,491423.75,Adj,UP,-528.0,0.10731974525788497,BANKNIFTY2180009JUL20PE,24,60,1117.5,0 days 18:54:00
BANKNIFTY2270009JUL20CE,2020-07-07 09:46:00,2020-07-08 09:23:00,87.35,303.35,Short,1,-216.00000000000003,-3300.0000000000005,488123.75,SL,22200,-58.49999999999966,0.011904186559969814,BANKNIFTY2270009JUL20CE,24,60,1310.25,0 days 23:37:00
BANKNIFTY2270009JUL20PE,2020-07-08 09:22:00,2020-07-08 09:23:00,262.05,254.7,Short,1,7.350000000000023,50.25000000000034,488174.0,SL,22200,-58.49999999999966,0.011984665773791925,BANKNIFTY2270009JUL20PE,24,60,3930.75,0 days 00:01:00
BANKNIFTY2320009JUL20CE,2020-07-07 09:46:00,2020-07-08 09:23:00,24.9,96.85,Long,1,71.94999999999999,1019.2499999999998,489193.25,SL,22200,956.2500000000001,0.19588302531474436,BANKNIFTY2320009JUL20CE,24,60,373.5,0 days 23:37:00
BANKNIFTY2210009JUL20PE,2020-07-08 09:22:00,2020-07-08 09:23:00,79.5,77.25,Long,1,-2.25,-93.75,489099.5,SL,22200,-52.5,0.010731955111809086,BANKNIFTY2210009JUL20PE,24,60,1192.5,0 days 00:01:00
CE,2020-07-09 10:00:00,2020-07-10 12:17:00,30.1,11.7,Long,1,-18.400000000000002,-336.00000000000006,488763.5,Adj,UP,-278.25,0.05689026465984937,BANKNIFTY2470016JUL20CE,25,60,451.5,1 days 02:17:00
CE,2020-07-09 10:00:00,2020-07-10 12:17:00,100.45,39.5,Short,1,60.95,854.25,489617.75,Adj,22800,-83.24999999999996,0.01703277761125779,BANKNIFTY2400016JUL20CE,25,60,1506.75,1 days 02:17:00
PE,2020-07-09 10:00:00,2020-07-13 09:17:00,96.8,43.8,Short,1,53.0,735.0,490352.75,Adj,22800,-423.00000000000006,0.0863939266907705,BANKNIFTY2140016JUL20PE,25,60,1452.0,3 days 23:17:00
PE,2020-07-09 10:00:00,2020-07-13 09:17:00,32.8,10.0,Long,1,-22.799999999999997,-401.99999999999994,489950.75,Adj,UP,-384.75,0.07846392214584297,BANKNIFTY2050016JUL20PE,25,60,491.99999999999994,3 days 23:17:00
CE,2020-07-10 12:17:00,2020-07-13 11:07:00,98.9,59.6,Short,1,39.300000000000004,529.5000000000001,490480.25,Adj,22800,100.50000000000004,0.02051226577365175,BANKNIFTY2350016JUL20CE,25,60,1483.5,2 days 22:50:00
CE,2020-07-10 12:17:00,2020-07-13 11:07:00,34.3,19.65,Long,1,-14.649999999999999,-279.75,490200.5,Adj,UP,-267.74999999999994,0.05458935400558941,BANKNIFTY2410016JUL20CE,25,60,514.5,2 days 22:50:00
CE,2020-07-13 11:07:00,2020-07-13 11:48:00,112.45,76.75,Short,1,35.7,475.5,490676.0,Adj,22800,-14.250000000000043,0.0029069737790965214,BANKNIFTY2320016JUL20CE,25,60,1686.75,0 days 00:41:00
CE,2020-07-13 11:07:00,2020-07-13 11:48:00,35.3,26.5,Long,1,-8.799999999999997,-191.99999999999994,490484.0,Adj,UP,-146.24999999999994,0.029805818911053307,BANKNIFTY2380016JUL20CE,25,60,529.5,0 days 00:41:00
CE,2020-07-13 11:48:00,2020-07-13 13:56:00,145.7,104.0,Short,1,41.69999999999999,565.4999999999998,491049.5,Adj,22800,0.0,0.0,BANKNIFTY2290016JUL20CE,25,60,2185.5,0 days 02:08:00
CE,2020-07-13 11:48:00,2020-07-13 13:56:00,50.2,35.8,Long,1,-14.400000000000006,-276.0000000000001,490773.5,Adj,UP,-237.75000000000003,0.04841670748061041,BANKNIFTY2350016JUL20CE,25,60,753.0,0 days 02:08:00
CE,2020-07-13 13:56:00,2020-07-14 09:15:00,172.7,83.3,Short,1,89.39999999999999,1280.9999999999998,492054.5,Adj,22800,-588.0000000000002,0.11981086998381131,BANKNIFTY2260016JUL20CE,25,60,2590.5,0 days 19:19:00
CE,2020-07-13 13:56:00,2020-07-14 09:15:00,62.25,26.65,Long,1,-35.6,-594.0,491460.5,Adj,UP,-608.25,0.12361435572685545,BANKNIFTY2320016JUL20CE,25,60,933.75,0 days 19:19:00
CE,2020-07-14 09:15:00,2020-07-14 09:30:00,80.6,48.0,Long,1,-32.599999999999994,-548.9999999999999,490911.5,Adj,UP,-517.4999999999999,0.10529839122370972,BANKNIFTY2280016JUL20CE,25,60,1209.0,0 days 00:15:00
CE,2020-07-14 09:15:00,2020-07-14 09:30:00,163.55,147.85,Short,1,15.700000000000017,175.50000000000026,491087.0,Adj,22800,-2046.7499999999998,0.41692850951749955,BANKNIFTY2220016JUL20CE,25,60,2453.25,0 days 00:15:00
CE,2020-07-14 09:30:00,2020-07-14 10:43:00,86.7,61.6,Long,1,-25.1,-436.5,490650.5,Adj,UP,-400.50000000000006,0.08155377764021449,BANKNIFTY2250016JUL20CE,25,60,1300.5,0 days 01:13:00
CE,2020-07-14 09:30:00,2020-07-14 10:43:00,261.15,188.15,Short,1,72.99999999999997,1034.9999999999995,491685.5,Adj,22800,-65.25000000000034,0.013298671865207584,BANKNIFTY2190016JUL20CE,25,60,3917.2499999999995,0 days 01:13:00
BANKNIFTY2160016JUL20CE,2020-07-14 10:43:00,2020-07-14 13:09:00,316.0,200.0,Short,1,116.0,1680.0,493365.5,SL,22800,-7713.000000000001,1.5686856740741797,BANKNIFTY2160016JUL20CE,25,60,4740.0,0 days 02:26:00
BANKNIFTY2170016JUL20PE,2020-07-13 09:17:00,2020-07-14 13:09:00,80.8,580.6,Short,1,-499.8,-7557.0,485808.5,SL,22800,-7713.000000000001,1.56334401169113,BANKNIFTY2170016JUL20PE,25,60,1212.0,1 days 03:52:00
BANKNIFTY2220016JUL20CE,2020-07-14 10:43:00,2020-07-14 13:09:00,108.3,74.8,Long,1,-33.5,-562.5,485246.0,SL,22800,-566.25,0.11655827347607133,BANKNIFTY2220016JUL20CE,25,60,1624.5,0 days 02:26:00
BANKNIFTY2110016JUL20PE,2020-07-13 09:17:00,2020-07-14 13:09:00,29.75,242.8,Long,1,213.05,3135.75,488381.75,SL,22800,1487.9999999999998,0.30664858649015136,BANKNIFTY2110016JUL20PE,25,60,446.25,1 days 03:52:00
PE,2020-07-16 10:00:00,2020-07-16 14:23:00,102.9,62.45,Short,1,40.45,546.75,488928.5,Adj,21200,-1.4999999999999147,0.0003071367838785775,BANKNIFTY1990023JUL20PE,26,60,1543.5,0 days 04:23:00
PE,2020-07-16 10:00:00,2020-07-16 14:23:00,27.95,19.2,Long,1,-8.75,-191.25,488737.25,Adj,UP,-145.5,0.029758952484872533,BANKNIFTY1900023JUL20PE,26,60,419.25,0 days 04:23:00
PE,2020-07-16 14:23:00,2020-07-16 15:09:00,115.15,81.3,Short,1,33.85000000000001,447.7500000000001,489185.0,Adj,21200,-191.25,0.03913145560318965,BANKNIFTY2030023JUL20PE,26,60,1727.25,0 days 00:46:00
PE,2020-07-16 14:23:00,2020-07-16 15:09:00,37.95,25.4,Long,1,-12.550000000000004,-248.25000000000006,488936.75,Adj,UP,-231.75000000000006,0.04737471508733916,BANKNIFTY1940023JUL20PE,26,60,569.25,0 days 00:46:00
PE,2020-07-16 15:09:00,2020-07-17 09:20:00,125.15,88.0,Short,1,37.150000000000006,497.2500000000001,489434.0,Adj,21200,-221.99999999999974,0.04540464589744988,BANKNIFTY2060023JUL20PE,26,60,1877.25,0 days 18:11:00
PE,2020-07-16 15:09:00,2020-07-17 09:20:00,40.6,27.85,Long,1,-12.75,-251.25,489182.75,Adj,UP,-211.50000000000003,0.04321318093961597,BANKNIFTY1980023JUL20PE,26,60,609.0,0 days 18:11:00
PE,2020-07-17 09:20:00,2020-07-17 15:01:00,52.25,31.45,Long,1,-20.8,-372.0,488810.75,Adj,UP,-327.0,0.06684618376261223,BANKNIFTY2020023JUL20PE,26,60,783.75,0 days 05:41:00
PE,2020-07-17 09:20:00,2020-07-17 15:01:00,147.8,91.9,Short,1,55.900000000000006,778.5000000000001,489589.25,Adj,21200,-557.9999999999998,0.11415460891561811,BANKNIFTY2090023JUL20PE,26,60,2217.0,0 days 05:41:00
PE,2020-07-17 15:01:00,2020-07-17 15:25:00,155.25,113.6,Short,1,41.650000000000006,564.7500000000001,490154.0,Adj,21200,-15.0,0.0030637927609725906,BANKNIFTY2120023JUL20PE,26,60,2328.75,0 days 00:24:00
PE,2020-07-17 15:01:00,2020-07-17 15:25:00,52.0,42.65,Long,1,-9.350000000000001,-200.25000000000003,489953.75,Adj,UP,-170.99999999999997,0.03488699469962501,BANKNIFTY2050023JUL20PE,26,60,780.0,0 days 00:24:00
PE,2020-07-17 15:25:00,2020-07-20 09:15:00,180.25,130.05,Short,1,50.19999999999999,692.9999999999998,490646.75,Adj,21200,-90.0,0.01836908075507127,BANKNIFTY2150023JUL20PE,26,60,2703.75,2 days 17:50:00
PE,2020-07-17 15:25:00,2020-07-20 09:15:00,56.85,38.35,Long,1,-18.5,-337.5,490309.25,Adj,UP,-546.0000000000001,0.11128169095178968,BANKNIFTY2070023JUL20PE,26,60,852.75,2 days 17:50:00
PE,2020-07-20 09:15:00,2020-07-20 09:28:00,222.5,179.3,Short,1,43.19999999999999,587.9999999999998,490897.25,Adj,21200,-235.49999999999983,0.04803091110355349,BANKNIFTY2180023JUL20PE,26,60,3337.5,0 days 00:13:00
PE,2020-07-20 09:15:00,2020-07-20 09:28:00,74.35,60.4,Long,1,-13.949999999999996,-269.24999999999994,490628.0,Adj,UP,-540.75,0.1101554347676627,BANKNIFTY2110023JUL20PE,26,60,1115.25,0 days 00:13:00
PE,2020-07-20 09:28:00,2020-07-21 09:15:00,288.35,205.5,Short,1,82.85000000000002,1182.7500000000005,491810.75,Adj,21200,-440.2499999999995,0.08973193539708282,BANKNIFTY2210023JUL20PE,26,60,4325.25,0 days 23:47:00
PE,2020-07-20 09:28:00,2020-07-21 09:15:00,99.2,33.45,Long,1,-65.75,-1046.25,490764.5,Adj,UP,-1080.0,0.21959666396068,BANKNIFTY2140023JUL20PE,26,60,1488.0,0 days 23:47:00
BANKNIFTY2230023JUL20PE,2020-07-21 09:15:00,2020-07-21 09:16:00,358.35,172.45,Short,1,185.90000000000003,2728.5000000000005,493493.0,SL,21200,-98.24999999999932,0.020019785457179425,BANKNIFTY2230023JUL20PE,26,60,5375.25,0 days 00:01:00
BANKNIFTY2320023JUL20CE,2020-07-16 10:00:00,2020-07-21 09:16:00,33.0,113.55,Long,1,80.55,1148.25,494641.25,SL,21200,622.5,0.12614160687183,BANKNIFTY2320023JUL20CE,26,60,495.0,4 days 23:16:00
BANKNIFTY2240023JUL20CE,2020-07-16 10:00:00,2020-07-21 09:16:00,106.0,437.2,Short,1,-331.2,-5028.0,489613.25,SL,21200,-98.24999999999932,0.019862880420910976,BANKNIFTY2240023JUL20CE,26,60,1590.0,4 days 23:16:00
BANKNIFTY2190023JUL20PE,2020-07-21 09:15:00,2020-07-21 09:16:00,100.05,79.4,Long,1,-20.64999999999999,-369.7499999999999,489243.5,SL,21200,-450.74999999999994,0.09206245950247464,BANKNIFTY2190023JUL20PE,26,60,1500.75,0 days 00:01:00
PE,2020-07-23 10:00:00,2020-07-23 12:21:00,99.4,66.8,Short,1,32.60000000000001,429.0000000000001,489672.5,Adj,22800,-23.249999999999957,0.004752234827851563,BANKNIFTY21400JUL20PE,27,60,1491.0,0 days 02:21:00
PE,2020-07-23 10:00:00,2020-07-23 12:21:00,33.5,23.65,Long,1,-9.850000000000001,-207.75000000000003,489464.75,Adj,UP,-153.0,0.031245373183096867,BANKNIFTY20400JUL20PE,27,60,502.5,0 days 02:21:00
CE,2020-07-23 10:00:00,2020-07-24 09:15:00,32.75,20.95,Long,1,-11.8,-237.0,489227.75,Adj,UP,-213.75,0.0436701519363754,BANKNIFTY24500JUL20CE,27,60,491.25,0 days 23:15:00
CE,2020-07-23 10:00:00,2020-07-24 09:15:00,92.95,66.75,Short,1,26.200000000000003,333.00000000000006,489560.75,Adj,22800,-1454.25,0.2972541929602317,BANKNIFTY23900JUL20CE,27,60,1394.25,0 days 23:15:00
CE,2020-07-24 09:15:00,2020-07-24 10:40:00,150.0,73.65,Short,1,76.35,1085.25,490646.0,Adj,22800,0.0,0.0,BANKNIFTY23700JUL20CE,27,60,2250.0,0 days 01:25:00
CE,2020-07-24 09:15:00,2020-07-24 10:40:00,36.15,24.75,Long,1,-11.399999999999999,-230.99999999999997,490415.0,Adj,UP,-211.49999999999997,0.043106435189525644,BANKNIFTY24300JUL20CE,27,60,542.25,0 days 01:25:00
CE,2020-07-24 10:40:00,2020-07-24 12:40:00,125.3,94.45,Short,1,30.849999999999994,402.7499999999999,490817.75,Adj,22800,-6.000000000000085,0.0012234536056197477,BANKNIFTY23400JUL20CE,27,60,1879.5,0 days 02:00:00
CE,2020-07-24 10:40:00,2020-07-24 12:40:00,44.0,32.8,Long,1,-11.200000000000003,-228.00000000000006,490589.75,Adj,UP,-169.49999999999994,0.03453420337793406,BANKNIFTY24000JUL20CE,27,60,660.0,0 days 02:00:00
PE,2020-07-23 12:21:00,2020-07-24 14:30:00,109.3,105.85,Short,1,3.450000000000003,-8.249999999999957,490581.5,Adj,22800,-1448.25,0.2952059230752375,BANKNIFTY21800JUL20PE,27,60,1639.5,1 days 02:09:00
PE,2020-07-23 12:21:00,2020-07-24 14:30:00,34.45,22.2,Long,1,-12.250000000000004,-243.75000000000006,490337.75,Adj,UP,-196.50000000000003,0.04005450674352784,BANKNIFTY20800JUL20PE,27,60,516.75,1 days 02:09:00
CE,2020-07-24 12:40:00,2020-07-27 09:18:00,172.3,122.15,Short,1,50.150000000000006,692.2500000000001,491030.0,Adj,22800,-797.9999999999998,0.16274496507764286,BANKNIFTY23100JUL20CE,27,60,2584.5,2 days 20:38:00
CE,2020-07-24 12:40:00,2020-07-27 09:18:00,52.35,31.1,Long,1,-21.25,-378.75,490651.25,Adj,UP,-380.25,0.07743926033032605,BANKNIFTY23800JUL20CE,27,60,785.25,2 days 20:38:00
CE,2020-07-27 09:18:00,2020-07-27 09:27:00,211.35,143.45,Short,1,67.9,958.5000000000001,491609.75,Adj,22800,-47.250000000000085,0.00963005800963517,BANKNIFTY22800JUL20CE,27,60,3170.25,0 days 00:09:00
CE,2020-07-27 09:18:00,2020-07-27 09:27:00,70.4,48.35,Long,1,-22.050000000000004,-390.75000000000006,491219.0,Adj,UP,-368.25000000000006,0.07490697651948523,BANKNIFTY23400JUL20CE,27,60,1056.0,0 days 00:09:00
CE,2020-07-27 09:27:00,2020-07-27 10:06:00,89.3,64.85,Long,1,-24.450000000000003,-426.75000000000006,490792.25,Adj,UP,-393.75,0.08015773005522994,BANKNIFTY23100JUL20CE,27,60,1339.5,0 days 00:39:00
CE,2020-07-27 09:27:00,2020-07-27 10:06:00,246.05,182.85,Short,1,63.20000000000002,888.0000000000002,491680.25,Adj,22800,0.0,0.0,BANKNIFTY22500JUL20CE,27,60,3690.75,0 days 00:39:00
BANKNIFTY22200JUL20CE,2020-07-27 10:06:00,2020-07-30 09:22:00,294.6,130.15,Short,1,164.45000000000002,2406.7500000000005,494087.0,BAExit,22800,-6442.499999999999,1.3103027831603973,BANKNIFTY22200JUL20CE,27,60,4419.0,2 days 23:16:00
BANKNIFTY22100JUL20PE,2020-07-24 14:30:00,2020-07-30 09:22:00,173.3,87.0,Short,1,86.30000000000001,1234.5000000000002,495321.5,BAExit,22800,-6442.499999999999,1.303920159809912,BANKNIFTY22100JUL20PE,27,60,2599.5,5 days 18:52:00
BANKNIFTY22900JUL20CE,2020-07-27 10:06:00,2020-07-30 09:22:00,94.9,2.5,Long,1,-92.4,-1446.0,493875.5,BAExit,22800,-1386.75,0.279969676260772,BANKNIFTY22900JUL20CE,27,60,1423.5,2 days 23:16:00
BANKNIFTY21400JUL20PE,2020-07-24 14:30:00,2020-07-30 09:22:00,56.0,2.05,Long,1,-53.95,-869.25,493006.25,BAExit,22800,-810.0,0.1640089455743401,BANKNIFTY21400JUL20PE,27,60,840.0,5 days 18:52:00
CE,2020-07-30 10:00:00,2020-07-30 13:02:00,97.05,60.65,Short,1,36.4,486.0,493492.25,Adj,22200,-89.25000000000004,0.018103218772581493,BANKNIFTY2330006AUG20CE,28,60,1455.75,0 days 03:02:00
CE,2020-07-30 10:00:00,2020-07-30 13:02:00,34.9,24.95,Long,1,-9.95,-209.25,493283.0,Adj,UP,-159.74999999999997,0.03237132903302939,BANKNIFTY2390006AUG20CE,28,60,523.5,0 days 03:02:00
CE,2020-07-30 13:02:00,2020-07-30 14:10:00,100.8,78.7,Short,1,22.099999999999994,271.4999999999999,493554.5,Adj,22200,-61.50000000000013,0.012467488236975554,BANKNIFTY2300006AUG20CE,28,60,1512.0,0 days 01:08:00
CE,2020-07-30 13:02:00,2020-07-30 14:10:00,33.05,26.8,Long,1,-6.2499999999999964,-153.74999999999994,493400.75,Adj,UP,-114.74999999999997,0.02324971203788031,BANKNIFTY2370006AUG20CE,28,60,495.74999999999994,0 days 01:08:00
CE,2020-07-30 14:10:00,2020-07-30 14:28:00,118.6,106.0,Short,1,12.599999999999994,128.99999999999991,493529.75,Adj,22200,-83.25000000000017,0.016872694255126316,BANKNIFTY2270006AUG20CE,28,60,1779.0,0 days 00:18:00
CE,2020-07-30 14:10:00,2020-07-30 14:28:00,41.5,37.55,Long,1,-3.950000000000003,-119.25000000000004,493410.5,Adj,UP,-106.50000000000003,0.021579246235915873,BANKNIFTY2340006AUG20CE,28,60,622.5,0 days 00:18:00
CE,2020-07-30 14:28:00,2020-07-31 09:16:00,50.4,30.5,Long,1,-19.9,-358.5,493052.0,Adj,UP,-319.49999999999994,0.0647533848590575,BANKNIFTY2320006AUG20CE,28,60,756.0,0 days 18:48:00
CE,2020-07-30 14:28:00,2020-07-31 09:16:00,163.0,121.65,Short,1,41.349999999999994,560.2499999999999,493612.25,Adj,22200,-555.0,0.11256419201220157,BANKNIFTY2240006AUG20CE,28,60,2445.0,0 days 18:48:00
PE,2020-07-30 10:00:00,2020-07-31 09:42:00,93.15,172.7,Short,1,-79.54999999999998,-1253.2499999999998,492359.0,Adj,22200,-2917.4999999999995,0.5910509716888103,BANKNIFTY2100006AUG20PE,28,60,1397.25,0 days 23:42:00
PE,2020-07-30 10:00:00,2020-07-31 09:42:00,35.55,75.55,Long,1,40.0,540.0,492899.0,Adj,UP,569.25,0.11561685680570477,BANKNIFTY2040006AUG20PE,28,60,533.25,0 days 23:42:00
CE,2020-07-31 09:16:00,2020-08-03 09:15:00,230.0,140.5,Short,1,89.5,1282.5,494181.5,Adj,22200,-1845.0,0.37431603634821736,BANKNIFTY2200006AUG20CE,28,60,3450.0,2 days 23:59:00
CE,2020-07-31 09:16:00,2020-08-03 09:15:00,76.05,35.3,Long,1,-40.75,-671.25,493510.25,Adj,UP,-788.25,0.15950617333914768,BANKNIFTY2270006AUG20CE,28,60,1140.75,2 days 23:59:00
